# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.2.0
#@/tick	1444
#@/user_id	fcitx-rime
a 	啊	c=3 d=0.432287 t=1444
tian 	甜	c=1 d=0.00960953 t=1444
tian jia 	添加	c=1 d=0.0320647 t=1444
ting zhang 	亭長	c=0 d=0.000704808 t=1444
tong guo 	通過	c=3 d=1.57378 t=1444
tong shi 	同時	c=3 d=0.11423 t=1444
tou 	頭	c=0 d=0.00518189 t=1444
tou ming 	透明	c=1 d=0.04573 t=1444
tou pi 	頭皮	c=1 d=0.0502874 t=1444
tou pi xie 	頭皮屑	c=2 d=0.104178 t=1444
tu 	圖	c=2 d=0.640058 t=1444
tu biao 	圖標	c=2 d=0.00168388 t=1444
tu pian 	圖片	c=6 d=1.92823 t=1444
tu zai 	塗在	c=1 d=0.0982736 t=1444
tui jian 	推薦	c=2 d=0.0573831 t=1444
tuo ye 	唾液	c=1 d=0.00506703 t=1444
wa gong 	瓦工	c=0 d=0.000114769 t=1444
wai jie 	外界	c=3 d=0.274343 t=1444
wan 	完	c=1 d=0.318224 t=1444
wan dou jia 	豌豆莢	c=1 d=0.843665 t=1444
wan shan 	完善	c=1 d=0.000978001 t=1444
wan shang 	晚上	c=1 d=0.0713613 t=1444
wang 	王	c=2 d=0.00515808 t=1444
wang qiao 	網橋	c=1 d=0.00172074 t=1444
wei 	爲	c=1 d=0.0343896 t=1444
wei guo 	魏國	c=1 d=0.00251621 t=1444
wei he 	爲何	c=2 d=0.00360101 t=1444
wei sheng su 	維生素	c=16 d=0.575993 t=1444
wei zhi 	位置	c=1 d=0.00114769 t=1444
wen 	文	c=1 d=0.367879 t=1444
wen dang 	文檔	c=5 d=1.92039 t=1444
wen jian 	文件	c=3 d=0.0613381 t=1444
wen ti 	問題	c=2 d=0.00252796 t=1444
wo 	我	c=2 d=0.00251863 t=1444
wo de 	我的	c=2 d=1.41895 t=1444
wu fa 	無法	c=7 d=0.937929 t=1444
wu han 	武漢	c=1 d=0.00400585 t=1444
wu ji 	無忌	c=1 d=0.00252883 t=1444
wu ren wei 	誤認爲	c=1 d=0.075774 t=1444
wu shang qi lei 	物傷其類	c=1 d=0.00249118 t=1444
wu xia 	武俠	c=1 d=0.00887071 t=1444
wu xian 	無限	c=2 d=0.00211894 t=1444
wu xiao 	無效	c=1 d=0.035437 t=1444
wu zi xu 	伍子胥	c=1 d=0.00250366 t=1444
xi an 	西安	c=1 d=0.97531 t=1444
xi fa shui 	洗髮水	c=1 d=0.0544757 t=1444
xi feng 	西風	c=0 d=0.00015648 t=1444
xi feng lie 	西風烈	c=10 d=0.0201031 t=1444
xi lian 	洗臉	c=1 d=0.00606634 t=1444
xi shi 	稀釋	c=1 d=0.082085 t=1444
xi shou 	吸收	c=5 d=0.392425 t=1444
xi shui 	吸水	c=1 d=0.0608101 t=1444
xi tong 	系統	c=2 d=0.442114 t=1444
xi wan 	洗完	c=0 d=0.00518189 t=1444
xi wan tou 	洗完頭	c=1 d=0.0520787 t=1444
xi zao 	洗澡	c=1 d=0.00609675 t=1444
xia 	下	c=1 d=0.000973123 t=1444
xia zai 	下載	c=4 d=1.7611 t=1444
xian 	先	c=2 d=0.301677 t=1444
xian 	線	c=1 d=0.00107547 t=1444
xian shi 	顯示	c=6 d=0.0143789 t=1444
xian yang 	咸陽	c=1 d=0.00737249 t=1444
xian yu 	鹹魚	c=1 d=0.891366 t=1444
xian zai 	現在	c=1 d=0.00134011 t=1444
xiang liang 	項梁	c=2 d=0.0160215 t=1444
xiang wang 	襄王	c=0 d=0.000246639 t=1444
xiang yu 	項羽	c=2 d=0.0158966 t=1444
xiao guo 	效果	c=4 d=0.0865177 t=1444
xiao he 	蕭何	c=1 d=0.00711891 t=1444
xiao lang hao 	小狼毫	c=2 d=0.00662939 t=1444
xiao san 	小三	c=2 d=0.00747155 t=1444
xiao tou 	小偷	c=1 d=0.918512 t=1444
xie 	些	c=1 d=0.0258615 t=1444
xie 	寫	c=2 d=1.46327 t=1444
xie gang 	斜槓	c=1 d=0.000930303 t=1444
xie ti 	斜體	c=2 d=0.0457597 t=1444
xin 	新	c=3 d=0.0276383 t=1444
xin ban 	新版	c=1 d=0.0274607 t=1444
xin de 	心得	c=1 d=0.0138427 t=1444
xin hao 	信號	c=1 d=0.00141589 t=1444
xin wen zu 	新聞組	c=1 d=0.00153381 t=1444
xing 	刑	c=1 d=0.0109296 t=1444
xing 	性	c=11 d=1.89349 t=1444
xing 	行	c=0 d=0.000900478 t=1444
xing dong 	行動	c=1 d=0.00227676 t=1444
xing ji 	星際	c=0 d=0.000271219 t=1444
xing ji wang 	星際王	c=1 d=0.00272578 t=1444
xiu gai 	修改	c=1 d=0.462974 t=1444
xiu gai guo 	修改過	c=1 d=0.484325 t=1444
xiu gai hou 	修改後	c=1 d=0.0271874 t=1444
xu 	許	c=1 d=0.0096577 t=1444
xu yao 	需要	c=1 d=0.000934966 t=1444
xuan ci 	選詞	c=1 d=0.980199 t=1444
xuan ze 	選擇	c=1 d=0.33454 t=1444
xue xi 	學習	c=1 d=0.522046 t=1444
yang 	楊	c=1 d=0.00975476 t=1444
yang guang 	陽光	c=1 d=0.00546167 t=1444
yao 	要	c=2 d=0.162738 t=1444
yao cai 	藥材	c=1 d=0.00806679 t=1444
yao yi 	要義	c=0 d=0.0375311 t=1444
ye 	也	c=3 d=0.261672 t=1444
ye 	頁	c=3 d=0.237241 t=1444
ye ce shi 	頁測試	c=1 d=0.0399551 t=1444
ye cheng 	也稱	c=1 d=0.101774 t=1444
ye hui 	也會	c=1 d=0.17552 t=1444
ye jiu shi 	也就是	c=1 d=0.209088 t=1444
ye ke yi 	也可以	c=1 d=0.204948 t=1444
ye mian 	頁面	c=1 d=0.341298 t=1444
yi 	易	c=1 d=0.246597 t=1444
yi 	疑	c=1 d=0.995012 t=1444
yi 	譯	c=1 d=0.00282287 t=1444
yi ceng 	一層	c=1 d=0.145148 t=1444
yi ge 	一個	c=2 d=0.44517 t=1444
yi hao 	一號	c=2 d=0.0812021 t=1444
yi jie 	一屆	c=0 d=0.0960789 t=1444
yi jie shu sheng 	一屆書生	c=1 d=0.965605 t=1444
yi jing 	已經	c=1 d=0.0277367 t=1444
yi lai 	依賴	c=1 d=0.316637 t=1444
yi sheng 	醫生	c=1 d=0.00568457 t=1444
yi xia 	一下	c=1 d=0.130774 t=1444
yi you 	已有	c=1 d=0.124307 t=1444
yi yu zheng 	抑鬱症	c=1 d=0.826959 t=1444
yi yuan 	醫院	c=2 d=0.0088119 t=1444
yi zhi 	一直	c=1 d=0.00129402 t=1444
yi zhong 	一種	c=1 d=0.0198411 t=1444
yin 	引	c=1 d=0.451581 t=1444
yin biao 	音標	c=4 d=0.0105296 t=1444
yin chun 	陰脣	c=1 d=0.0107807 t=1444
yin hao 	引號	c=5 d=2.25349 t=1444
yin qi 	引起	c=1 d=0.136014 t=1444
yin qing 	引擎	c=1 d=0.722527 t=1444
yin wei 	因爲	c=1 d=0.0380064 t=1444
yin yong 	引用	c=3 d=1.79821 t=1444
ying 	英	c=1 d=0.366045 t=1444
ying wen 	英文	c=6 d=1.26664 t=1444
ying xiang 	影響	c=1 d=0.130029 t=1444
yong 	用	c=11 d=2.79639 t=1444
yong liang 	用量	c=2 d=0.279619 t=1444
yong yu 	用於	c=3 d=0.39556 t=1444
you 	有	c=7 d=0.496953 t=1444
you 	油	c=2 d=0.152945 t=1444
you de 	有的	c=1 d=0.07502 t=1444
you dian er 	有點兒	c=1 d=0.0095616 t=1444
you jian 	郵件	c=1 d=0.856415 t=1444
you mei you 	有沒有	c=1 d=0.00479587 t=1444
you xia jiao 	右下角	c=1 d=0.00311976 t=1444
yu 	於	c=6 d=1.32163 t=1444
yu 	禹	c=1 d=0.946485 t=1444
yu dao 	遇到	c=1 d=0.00117675 t=1444
yu sheng 	餘生	c=1 d=0.00165327 t=1444
yuan 	源	c=0 d=0.000474815 t=1444
yuan 	遠	c=1 d=0.00740944 t=1444
yuan ru ci 	源如此	c=1 d=0.00477195 t=1444
yuan shi 	原始	c=0 d=0.00153752 t=1444
yue pao 	約炮	c=1 d=0.00213348 t=1444
yun xing 	運行	c=1 d=0.00125578 t=1444
za zhi 	雜誌	c=1 d=0.00327971 t=1444
zai 	再	c=2 d=0.0984191 t=1444
zai 	在	c=3 d=0.574265 t=1444
ze 	則	c=2 d=1.18637 t=1444
zen me yang 	怎麼樣	c=1 d=0.00155699 t=1444
zhan dou li 	戰鬥力	c=1 d=0.00852289 t=1444
zhan si 	戰死	c=1 d=0.00831246 t=1444
zhang liang 	張良	c=1 d=0.00719046 t=1444
zhao 	昭	c=0 d=0.000246639 t=1444
zhao bu dao 	找不到	c=2 d=0.0243774 t=1444
zhao gao 	趙高	c=1 d=0.00726273 t=1444
zhao kuo 	趙括	c=1 d=0.00218749 t=1444
zhao xiang wang 	昭襄王	c=1 d=0.00247875 t=1444
zhe 	這	c=1 d=0.571209 t=1444
zhe ge 	這個	c=6 d=0.440489 t=1444
zhe jia huo 	這傢伙	c=1 d=0.133989 t=1444
zhe jiang 	浙江	c=2 d=0.00752746 t=1444
zhe li 	這裏	c=1 d=0.024234 t=1444
zhe shi 	這是	c=5 d=0.0747882 t=1444
zhe xie 	這些	c=1 d=0.0241131 t=1444
zheng chang 	正常	c=1 d=0.00200924 t=1444
zheng fa 	蒸發	c=1 d=0.0948935 t=1444
zheng rong 	整容	c=1 d=0.0098528 t=1444
zheng wen 	正文	c=1 d=0.0411719 t=1444
zhi 	值	c=2 d=0.00251823 t=1444
zhi 	質	c=1 d=0.0459593 t=1444
zhi bu guo 	只不過	c=1 d=0.0175097 t=1444
zhi chi 	支持	c=6 d=0.8685 t=1444
zhi ding 	制定	c=1 d=0.0130365 t=1444
zhi ding 	指定	c=1 d=0.0131019 t=1444
zhi fang 	脂肪	c=5 d=1.1482 t=1444
zhi jia 	指甲	c=1 d=0.118245 t=1444
zhi jian 	之間	c=1 d=0.628135 t=1444
zhi jie 	直接	c=1 d=0.474734 t=1444
zhi nan 	指南	c=1 d=0.360595 t=1444
zhi neng 	只能	c=2 d=0.521223 t=1444
zhi shi 	只是	c=1 d=0.00337959 t=1444
zhi wu 	職務	c=1 d=0.0071546 t=1444
zhi yi 	之一	c=0 d=0.000900478 t=1444
zhi yi xing pi yan 	之一行屁眼	c=1 d=0.00904991 t=1444
zhong 	中	c=4 d=0.659236 t=1444
zhong cheng 	忠誠	c=3 d=0.00317847 t=1444
zhong da 	重大	c=1 d=0.0309618 t=1444
zhong duan 	終端	c=2 d=0.83413 t=1444
zhong gu hua 	中固化	c=1 d=0.00212284 t=1444
zhong guo 	中國	c=1 d=0.0129068 t=1444
zhong lao 	終老	c=1 d=0.00166989 t=1444
zhong wen 	中文	c=18 d=1.1008 t=1444
zhong wen ce shi 	中文測試	c=1 d=0.0129715 t=1444
zhong wen zi ti 	中文字體	c=1 d=0.0405589 t=1444
zhong xin 	中心	c=1 d=0.00154923 t=1444
zhong yao 	中藥	c=1 d=0.00835412 t=1444
zhong yao 	重要	c=1 d=0.0315873 t=1444
zhong ying wen 	中英文	c=1 d=0.392586 t=1444
zhu 	住	c=1 d=0.111917 t=1444
zhu yao 	主要	c=1 d=0.225373 t=1444
zhuan huan 	轉換	c=2 d=0.00640595 t=1444
zhuan men 	專門	c=1 d=0.0342181 t=1444
zhuang yang 	壯陽	c=1 d=0.00767337 t=1444
zhui xiong 	追兇	c=1 d=0.00111936 t=1444
zi 	紫	c=1 d=0.00980366 t=1444
zi di 	子弟	c=1 d=0.00798652 t=1444
zi dian 	字典	c=1 d=0.00278085 t=1444
zi ti 	字體	c=30 d=4.41961 t=1444
zi ti zu 	字體族	c=2 d=0.886387 t=1444
zi yang 	字樣	c=1 d=0.160414 t=1444
zu 	族	c=2 d=0.959852 t=1444
zu zhi 	組織	c=1 d=0.00332928 t=1444
zui 	最	c=0 d=0.00153752 t=1444
zui chun 	嘴脣	c=5 d=0.298831 t=1444
zui shao 	最少	c=2 d=0.746723 t=1444
zui yuan shi 	最原始	c=3 d=0.0553137 t=1444
zuo yong 	作用	c=3 d=0.942506 t=1444
zuo yong bu da 	作用不大	c=1 d=0.0057417 t=1444
